209;940GZZLUEBY;Ealing Broadway Underground Station;51.515022;-0.301457;940GZZLUDGE;Dagenham East Underground Station;51.544101;0.166029
210;940GZZLULGT;Lancaster Gate Underground Station;51.511727;-0.175491;910GHACKNYW;Hackney Wick Rail Station;51.543416;-0.024912
211;940GZZLUNBP;Newbury Park Underground Station;51.575732;0.090015;910GWDST;Wood Street Rail Station;51.586587;-0.002397
212;940GZZDLKGV;King George V DLR Station;51.502007;0.062633;940GZZLUGHK;Goldhawk Road Underground Station;51.502009;-0.226714
213;940GZZLUPRD;Preston Road Underground Station;51.571979;-0.295107;910GSEVNSIS;Seven Sisters Rail Station;51.582274;-0.075264
214;940GZZLUKNB;Knightsbridge Underground Station;51.501673;-0.160504;940GZZLUWSD;Wanstead Underground Station;51.575507;0.028537
215;940GZZLUSKS;South Kensington Underground Station;51.494098;-0.174135;940GZZLUDGE;Dagenham East Underground Station;51.544101;0.166029
216;940GZZLUGFD;Greenford Underground Station;51.54243;-0.346052;940GZZLUBKG;Barking Underground Station;51.539326;0.081064
217;910GSACTON;South Acton Rail Station;51.4997;-0.270157;940GZZDLSHA;Shadwell DLR Station;51.511697;-0.056637
218;910GWATFDJ;Watford Junction Rail Station;51.663908;-0.395928;940GZZLUOAK;Oakwood Underground Station;51.647734;-0.132177
219;940GZZLUKBN;Kilburn Underground Station;51.546809;-0.204102;940GZZLURSQ;Russell Square Underground Station;51.523077;-0.124281
220;940GZZDLSOQ;South Quay DLR Station;51.500136;-0.016569;910GPENEW;Penge West Rail Station;51.417557;-0.060834
221;910GSKENTON;South Kenton Rail Station;51.570221;-0.308463;940GZZDLABR;Abbey Road DLR Station;51.531931;0.003745
222;940GZZLUGBY;Gunnersbury Underground Station;51.491808;-0.275267;940GZZLUCHL;Chancery Lane Underground Station;51.518251;-0.111578
223;940GZZLUDBN;Debden Underground Station;51.645394;0.083793;940GZZLUDOH;Dollis Hill Underground Station;51.551961;-0.239066
224;940GZZLURVY;Roding Valley Underground Station;51.617206;0.043657;940GZZLUHOH;Harrow-on-the-Hill Underground Station;51.579202;-0.337226
225;910GCLDNNRB;Caledonian Road & Barnsbury Rail Station;51.543046;-0.116724;940GZZLURSG;Ruislip Gardens Underground Station;51.560742;-0.410699
226;940GZZLUBKF;Blackfriars Underground Station;51.511586;-0.103654;940GZZDLEIN;East India DLR Station;51.509364;-0.002319
227;940GZZLUHPC;Hyde Park Corner Underground Station;51.503039;-0.152438;910GHRGYGL;Harringay Green Lanes Rail Station;51.577189;-0.098138
228;910GENFLDTN;Enfield Town Rail Station;51.652034;-0.079321;940GZZLUMMT;Monument Underground Station;51.510705;-0.085964
229;910GSURREYQ;Surrey Quays Rail Station;51.4932;-0.047512;940GZZLUACT;Acton Town Underground Station;51.503062;-0.280462
230;940GZZLUERB;Edgware Road (Bakerloo) Underground Station;51.520304;-0.170147;940GZZLUSPU;St. Paul's Underground Station;51.51494;-0.097562
231;940GZZLUSJW;St. John's Wood Underground Station;51.534527;-0.173945;910GWDST;Wood Street Rail Station;51.586587;-0.002397
232;940GZZLUCHX;Charing Cross Underground Station;51.507415;-0.127273;940GZZLUSBM;Shepherd's Bush Market Underground Station;51.505583;-0.226373
233;940GZZLUGTR;Gloucester Road Underground Station;51.494321;-0.182655;940GZZLUBLG;Bethnal Green Underground Station;51.527227;-0.0555
234;940GZZLUSUT;Sudbury Town Underground Station;51.550821;-0.315746;940GZZLUMSH;Mansion House Underground Station;51.512122;-0.094004
235;940GZZLUGGH;Grange Hill Underground Station;51.613385;0.092077;940GZZLUNWY;North Wembley Underground Station;51.562558;-0.304
236;910GGNRSBRY;Gunnersbury Rail Station;51.491682;-0.275286;940GZZLUQBY;Queensbury Underground Station;51.594196;-0.286219
237;940GZZDLSHA;Shadwell DLR Station;51.511697;-0.056637;940GZZLUCAL;Chalfont & Latimer Underground Station;51.667985;-0.560682
238;940GZZLUQWY;Queensway Underground Station;51.510316;-0.187149;910GSTNBGPK;Stonebridge Park Rail Station;51.544117;-0.275828
239;940GZZLUALD;Aldgate Underground Station;51.514251;-0.075683;940GZZLUALD;Aldgate Underground Station;51.514251;-0.075683
240;940GZZLUPRD;Preston Road Underground Station;51.571979;-0.295107;940GZZLULYN;Leyton Underground Station;51.556595;-0.005515
241;910GHTCHEND;Hatch End Rail Station;51.609416;-0.368604;910GKNTSHTW;Kentish Town West Rail Station;51.546553;-0.146651
242;940GZZDLBPK;Beckton Park DLR Station;51.508797;0.054942;910GDALS;Dalston Junction Rail Station;51.546121;-0.075131
243;940GZZLUCST;Cannon Street Underground Station;51.511515;-0.090426;940GZZLUCWP;Chiswick Park Underground Station;51.494632;-0.267972
244;940GZZLUSGT;Southgate Underground Station;51.632323;-0.127811;940GZZLUDGY;Dagenham Heathway Underground Station;51.541644;0.147539
245;940GZZLUKBY;Kingsbury Underground Station;51.584852;-0.27879;940GZZLURSG;Ruislip Gardens Underground Station;51.560742;-0.410699
246;940GZZLUMYB;Marylebone Underground Station;51.522327;-0.163204;940GZZLUKBN;Kilburn Underground Station;51.546809;-0.204102
247;940GZZLUQWY;Queensway Underground Station;51.510316;-0.187149;940GZZLUBKH;Buckhurst Hill Underground Station;51.626612;0.046767
248;940GZZLUWSP;Westbourne Park Underground Station;51.521115;-0.201063;940GZZLUUPM;Upminster Underground Station;51.559068;0.250897
249;940GZZDLDEV;Devons Road DLR Station;51.522672;-0.017608;910GLONFLDS;London Fields Rail Station;51.541158;-0.057747
250;940GZZDLBNK;Bank DLR Station;51.513237;-0.088509;940GZZLUHR4;Heathrow Terminal 4 Underground Station;51.458527;-0.445762
251;910GWCROYDN;West Croydon Rail Station;51.378428;-0.102581;940GZZDLCUT;Cutty Sark (for Maritime Greenwich) DLR Station;51.481675;-0.010802
252;940GZZDLCAN;Canary Wharf DLR Station;51.504842;-0.02099;910GRICHMND;Richmond (London) Rail Station;51.463064;-0.301559
253;910GROMFORD;Romford Rail Station;51.574835;0.183251;940GZZLUEMB;Embankment Underground Station;51.507062;-0.122662
254;910GCAMHTH;Cambridge Heath (London) Rail Station;51.531978;-0.057273;940GZZLUNGW;North Greenwich Underground Station;51.500474;0.004295
255;940GZZDLRVC;Royal Victoria DLR Station;51.50934;0.018505;910GCROUCHH;Crouch Hill Rail Station;51.571308;-0.117144
256;910GKNTSHTW;Kentish Town West Rail Station;51.546553;-0.146651;910GKENR;Kensal Rise Rail Station;51.534559;-0.219955
257;910GWATFDHS;Watford High Street Rail Station;51.652655;-0.391714;940GZZLUCHL;Chancery Lane Underground Station;51.518251;-0.111578
258;940GZZLUCSM;Chesham Underground Station;51.70521;-0.611241;940GZZDLCYP;Cyprus DLR Station;51.508477;0.063934
259;940GZZLUBST;Baker Street Underground Station;51.522888;-0.157127;940GZZLUCPK;Canons Park Underground Station;51.6077;-0.294693
260;940GZZLUFLP;Fairlop Underground Station;51.595625;0.091015;940GZZDLCAN;Canary Wharf DLR Station;51.504842;-0.02099
261;940GZZLUSGT;Southgate Underground Station;51.632323;-0.127811;940GZZDLWLA;Woolwich Arsenal DLR Station;51.490012;0.069136
262;940GZZLUEHM;East Ham Underground Station;51.538953;0.051195;940GZZLUSTD;Stratford Underground Station;51.541811;-0.00345
263;940GZZLUNAN;North Acton Underground Station;51.523529;-0.259754;940GZZDLKGV;King George V DLR Station;51.502007;0.062633
264;940GZZLUEAC;Elephant & Castle Underground Station;51.49454;-0.100601;940GZZLUALD;Aldgate Underground Station;51.514251;-0.075683
265;940GZZLUKWG;Kew Gardens Underground Station;51.477062;-0.285242;940GZZLUBBN;Barbican Underground Station;51.52028;-0.097988
266;940GZZLUOAK;Oakwood Underground Station;51.647734;-0.132177;940GZZLUNHG;Notting Hill Gate Underground Station;51.509132;-0.196102
267;940GZZDLCGT;Canning Town DLR Station;51.514471;0.00772;940GZZLUWLO;Waterloo Underground Station;51.503303;-0.114776
268;940GZZDLCYP;Cyprus DLR Station;51.508477;0.063934;940GZZLUSRP;South Ruislip Underground Station;51.556859;-0.398904
269;910GANERLEY;Anerley Rail Station;51.412155;-0.06588;940GZZLUSWF;South Woodford Underground Station;51.591913;0.027347
270;940GZZLUBBB;Bromley-by-Bow Underground Station;51.524844;-0.011531;940GZZLUSGN;Stepney Green Underground Station;51.521863;-0.046589
271;940GZZLUSUT;Sudbury Town Underground Station;51.550821;-0.315746;940GZZLUWRP;West Ruislip Underground Station;51.569686;-0.437875
272;940GZZLUHCH;Hornchurch Underground Station;51.554098;0.219131;940GZZLUTNG;Turnham Green Underground Station;51.495152;-0.254554
273;910GHACKNYC;Hackney Central Rail Station;51.54711;-0.056051;940GZZLUCKS;Cockfosters Underground Station;51.651519;-0.149167
274;940GZZLUERC;Edgware Road (Circle Line) Underground Station;51.519863;-0.167829;940GZZLUSWK;Southwark Underground Station;51.50398;-0.104935
275;940GZZLUFPK;Finsbury Park Underground Station;51.564164;-0.106819;940GZZLUASL;Arsenal Underground Station;51.558661;-0.107452
276;940GZZDLDEP;Deptford Bridge DLR Station;51.474218;-0.022431;910GSTOTNHM;South Tottenham Rail Station;51.580379;-0.072096
277;910GHACKNYC;Hackney Central Rail Station;51.54711;-0.056051;940GZZDLRVC;Royal Victoria DLR Station;51.50934;0.018505
278;940GZZLUHNX;Hatton Cross Underground Station;51.466751;-0.423181;910GCSEAH;Imperial Wharf Rail Station;51.474953;-0.18282
279;940GZZLUNOW;Northwood Underground Station;51.611052;-0.423818;940GZZLUSPU;St. Paul's Underground Station;51.51494;-0.097562
280;940GZZLUMRH;Manor House Underground Station;51.570744;-0.096113;940GZZLUWIG;Willesden Green Underground Station;51.549151;-0.221535
281;940GZZDLSHA;Shadwell DLR Station;51.511697;-0.056637;940GZZLUSRP;South Ruislip Underground Station;51.556859;-0.398904
282;940GZZLUBLG;Bethnal Green Underground Station;51.527227;-0.0555;910GBARKING;Barking Rail Station;51.5395;0.080913
283;940GZZLUCGT;Canning Town Underground Station;51.513588;0.00833;940GZZLUWHM;West Ham Underground Station;51.528141;0.005063
284;940GZZDLGAL;Gallions Reach DLR Station;51.508945;0.071565;940GZZDLLEW;Lewisham DLR Station;51.464668;-0.012867
285;940GZZLUWHP;West Hampstead Underground Station;51.546644;-0.191056;910GSBURY;Southbury Rail Station;51.648713;-0.05243
286;940GZZLUMSH;Mansion House Underground Station;51.512122;-0.094004;910GHMPSTDH;Hampstead Heath Rail Station;51.555216;-0.165702
287;940GZZLUHGD;Hillingdon Underground Station;51.553712;-0.449818;910GSTKNWNG;Stoke Newington Rail Station;51.565239;-0.072881
288;910GSBURY;Southbury Rail Station;51.648713;-0.05243;940GZZLULGT;Lancaster Gate Underground Station;51.511727;-0.175491
289;940GZZLUMSH;Mansion House Underground Station;51.512122;-0.094004;940GZZLUCAR;Caledonian Road Underground Station;51.548524;-0.118489
290;910GDENMRKH;Denmark Hill Rail Station;51.468206;-0.089356;940GZZLUESQ;Euston Square Underground Station;51.525609;-0.135825
291;940GZZLUMVL;Maida Vale Underground Station;51.529782;-0.185756;910GWHHRTLA;White Hart Lane Rail Station;51.605044;-0.070907
292;910GCLAPTON;Clapton Rail Station;51.56165;-0.057018;940GZZLUMBA;Marble Arch Underground Station;51.513429;-0.15895
293;940GZZDLELV;Elverson Road DLR Station;51.469077;-0.016721;940GZZLUMRH;Manor House Underground Station;51.570744;-0.096113
294;940GZZLUWSP;Westbourne Park Underground Station;51.521115;-0.201063;940GZZLUNWH;Northwood Hills Underground Station;51.60057;-0.409453
295;940GZZLUCAR;Caledonian Road Underground Station;51.548524;-0.118489;910GBUSHEY;Bushey Rail Station;51.645582;-0.384752
296;910GHACKNYC;Hackney Central Rail Station;51.54711;-0.056051;940GZZLUPYB;Putney Bridge Underground Station;51.468265;-0.208729
297;940GZZLUEHM;East Ham Underground Station;51.538953;0.051195;910GEDMNGRN;Edmonton Green Rail Station;51.624936;-0.061106
298;940GZZLUSWK;Southwark Underground Station;51.50398;-0.104935;940GZZDLSOQ;South Quay DLR Station;51.500136;-0.016569
299;940GZZLUTNG;Turnham Green Underground Station;51.495152;-0.254554;940GZZDLRVC;Royal Victoria DLR Station;51.50934;0.018505
300;940GZZLUCYD;Chorleywood Underground Station;51.654359;-0.518453;910GCLAPTON;Clapton Rail Station;51.56165;-0.057018
301;910GSHMPSTD;South Hampstead Rail Station;51.541438;-0.178875;940GZZLUHAI;Highbury & Islington Underground Station;51.546355;-0.103319
302;940GZZLUEMB;Embankment Underground Station;51.507062;-0.122662;940GZZLUBKF;Blackfriars Underground Station;51.511586;-0.103654
303;940GZZLUOAK;Oakwood Underground Station;51.647734;-0.132177;940GZZDLSTL;Star Lane DLR Station;51.520791;0.004164
304;940GZZLUWRR;Warren Street Underground Station;51.524956;-0.138317;940GZZLUFCN;Farringdon Underground Station;51.520257;-0.104908
305;910GPCKHMRY;Peckham Rye Rail Station;51.470037;-0.069409;940GZZDLBLA;Blackwall DLR Station;51.507995;-0.006961
306;940GZZLULBN;Lambeth North Underground Station;51.498812;-0.11231;910GDALSKLD;Dalston Kingsland Rail Station;51.548154;-0.075695
307;940GZZLUSWC;Swiss Cottage Underground Station;51.543687;-0.174891;940GZZLUBNK;Bank Underground Station;51.513424;-0.088948
308;940GZZLUQPS;Queen's Park Underground Station;51.534163;-0.204571;940GZZLUSTM;Stanmore Underground Station;51.619838;-0.303267
309;940GZZLUBBN;Barbican Underground Station;51.52028;-0.097988;910GNORWDJ;Norwood Junction Rail Station;51.39702;-0.075216
310;910GLEYTNMR;Leyton Midland Road Rail Station;51.569731;-0.008042;940GZZLUKBN;Kilburn Underground Station;51.546809;-0.204102
311;940GZZLUMBA;Marble Arch Underground Station;51.513429;-0.15895;940GZZLUGTH;Gants Hill Underground Station;51.57655;0.066195
312;940GZZDLLEW;Lewisham DLR Station;51.464668;-0.012867;940GZZLUSKT;South Kenton Underground Station;51.570238;-0.308433
313;910GWMBY;Wembley Central Rail Station;51.552331;-0.296433;910GCNDAW;Canada Water Rail Station;51.497994;-0.049713
314;940GZZLUOXC;Oxford Circus Underground Station;51.515228;-0.141899;940GZZLUNEN;North Ealing Underground Station;51.51751;-0.288868
315;940GZZLUHWY;Holloway Road Underground Station;51.552702;-0.113239;940GZZLUSVS;Seven Sisters Underground Station;51.583336;-0.072577
316;910GWNSTDPK;Wanstead Park Rail Station;51.551698;0.026222;940GZZDLWHM;West Ham DLR Station;51.527899;0.00449
317;940GZZLUSBM;Shepherd's Bush Market Underground Station;51.505583;-0.226373;940GZZLUBKE;Barkingside Underground Station;51.585695;0.088596
318;910GSTMFDHL;Stamford Hill Rail Station;51.574474;-0.076676;940GZZLUQWY;Queensway Underground Station;51.510316;-0.187149
319;940GZZLUDBN;Debden Underground Station;51.645394;0.083793;940GZZLUSUT;Sudbury Town Underground Station;51.550821;-0.315746
320;940GZZDLSHS;Stratford High Street DLR Station;51.538201;-0.00107;940GZZLUUPB;Upminster Bridge Underground Station;51.558565;0.235824
321;910GHGHMSPK;Highams Park Rail Station;51.608357;-0.000214;910GSTKNWNG;Stoke Newington Rail Station;51.565239;-0.072881
322;940GZZLURSP;Ruislip Underground Station;51.571351;-0.421887;940GZZDLSHA;Shadwell DLR Station;51.511697;-0.056637
323;940GZZLUKBY;Kingsbury Underground Station;51.584852;-0.27879;910GGOSPLOK;Gospel Oak Rail Station;51.555341;-0.150766
324;940GZZLUHSD;Hammersmith (Dist&Picc Line) Underground Station;51.492304;-0.223619;910GSTOTNHM;South Tottenham Rail Station;51.580379;-0.072096
325;940GZZLUUPB;Upminster Bridge Underground Station;51.558565;0.235824;910GHACKNYC;Hackney Central Rail Station;51.54711;-0.056051
326;940GZZLUBLG;Bethnal Green Underground Station;51.527227;-0.0555;910GCSEAH;Imperial Wharf Rail Station;51.474953;-0.18282
327;910GENFLDTN;Enfield Town Rail Station;51.652034;-0.079321;910GBRBYPK;Brondesbury Park Rail Station;51.540705;-0.210125
328;940GZZDLPOP;Poplar DLR Station;51.507749;-0.017377;940GZZLUSVS;Seven Sisters Underground Station;51.583336;-0.072577
329;910GWNDSWRD;Wandsworth Road Rail Station;51.47022;-0.138516;940GZZLUHR4;Heathrow Terminal 4 Underground Station;51.458527;-0.445762
330;910GSTKNWNG;Stoke Newington Rail Station;51.565239;-0.072881;940GZZDLSTL;Star Lane DLR Station;51.520791;0.004164
331;940GZZLUPCO;Pimlico Underground Station;51.489101;-0.133757;940GZZLUHSK;High Street Kensington Underground Station;51.50106;-0.19279
332;910GLEYTNMR;Leyton Midland Road Rail Station;51.569731;-0.008042;940GZZLUHAI;Highbury & Islington Underground Station;51.546355;-0.103319
333;910GFORESTH;Forest Hill Rail Station;51.439282;-0.053151;940GZZLUKWG;Kew Gardens Underground Station;51.477062;-0.285242
334;940GZZLUBMY;Bermondsey Underground Station;51.497957;-0.063762;940GZZLUHOH;Harrow-on-the-Hill Underground Station;51.579202;-0.337226
335;940GZZLUDBN;Debden Underground Station;51.645394;0.083793;940GZZLURBG;Redbridge Underground Station;51.576249;0.045369
336;940GZZDLCGT;Canning Town DLR Station;51.514471;0.00772;940GZZLUFYR;Finchley Road Underground Station;51.54683;-0.179842
337;940GZZLUNFD;Northfields Underground Station;51.499324;-0.31472;940GZZDLSTL;Star Lane DLR Station;51.520791;0.004164
338;940GZZLUPVL;Perivale Underground Station;51.536723;-0.323447;910GHGHI;Highbury & Islington Rail Station;51.546183;-0.103758
339;940GZZLUUPM;Upminster Underground Station;51.559068;0.250897;940GZZDLRVC;Royal Victoria DLR Station;51.50934;0.018505
340;940GZZLUFPK;Finsbury Park Underground Station;51.564164;-0.106819;940GZZDLBOW;Bow Church DLR Station;51.527818;-0.020931
341;940GZZLUHR5;Heathrow Terminal 5 Underground Station;51.470056;-0.490552;910GWHMDSTD;West Hampstead Rail Station;51.547473;-0.191182
342;940GZZLUFLP;Fairlop Underground Station;51.595625;0.091015;940GZZDLGAL;Gallions Reach DLR Station;51.508945;0.071565
343;910GCLAPTON;Clapton Rail Station;51.56165;-0.057018;940GZZLULYS;Leytonstone Underground Station;51.56833;0.008202
344;910GCSEAH;Imperial Wharf Rail Station;51.474953;-0.18282;940GZZLUSFS;Southfields Underground Station;51.445076;-0.2066
345;940GZZLUHRC;Heathrow Terminals 1-2-3 Underground Station ;51.471239;-0.452256;940GZZDLRAL;Royal Albert DLR Station;51.508361;0.045944
346;940GZZLUHNX;Hatton Cross Underground Station;51.466751;-0.423181;940GZZLUNHG;Notting Hill Gate Underground Station;51.509132;-0.196102
347;910GNWCRELL;New Cross ELL Rail Station;51.476347;-0.032434;940GZZDLLEW;Lewisham DLR Station;51.464668;-0.012867
348;940GZZLUERB;Edgware Road (Bakerloo) Underground Station;51.520304;-0.170147;940GZZLUBLG;Bethnal Green Underground Station;51.527227;-0.0555
349;910GFORESTH;Forest Hill Rail Station;51.439282;-0.053151;940GZZLUHSD;Hammersmith (Dist&Picc Line) Underground Station;51.492304;-0.223619
350;940GZZLUPAC;Paddington Underground Station;51.516586;-0.175686;910GSTOTNHM;South Tottenham Rail Station;51.580379;-0.072096
351;910GPCKHMQD;Queens Road Peckham Rail Station;51.47357;-0.057307;940GZZLUTMP;Temple Underground Station;51.51101;-0.114256
352;910GSACTON;South Acton Rail Station;51.4997;-0.270157;910GBUSHEY;Bushey Rail Station;51.645582;-0.384752
353;940GZZLUBDS;Bounds Green Underground Station;51.607042;-0.12423;910GEDMNGRN;Edmonton Green Rail Station;51.624936;-0.061106
354;940GZZLUSJP;St. James's Park Underground Station;51.499548;-0.133604;940GZZDLBEC;Beckton DLR Station;51.514366;0.061462
355;940GZZLUCWP;Chiswick Park Underground Station;51.494632;-0.267972;940GZZLULBN;Lambeth North Underground Station;51.498812;-0.11231
356;940GZZLUMSH;Mansion House Underground Station;51.512122;-0.094004;910GCNNB;Canonbury Rail Station;51.548738;-0.092185
357;940GZZLUMED;Mile End Underground Station;51.525127;-0.033633;910GHGHI;Highbury & Islington Rail Station;51.546183;-0.103758
358;940GZZLUSUT;Sudbury Town Underground Station;51.550821;-0.315746;940GZZLUPVL;Perivale Underground Station;51.536723;-0.323447
359;940GZZLUKEN;Kenton Underground Station;51.581763;-0.316911;940GZZLUCGN;Covent Garden Underground Station;51.513098;-0.124431
360;910GHRGYGL;Harringay Green Lanes Rail Station;51.577189;-0.098138;940GZZLUFPK;Finsbury Park Underground Station;51.564164;-0.106819
361;910GKENR;Kensal Rise Rail Station;51.534559;-0.219955;910GWNDSWRD;Wandsworth Road Rail Station;51.47022;-0.138516
362;940GZZLURSG;Ruislip Gardens Underground Station;51.560742;-0.410699;940GZZDLCGT;Canning Town DLR Station;51.514471;0.00772
363;910GHAGGERS;Haggerston Rail Station;51.538711;-0.075661;910GCLDNNRB;Caledonian Road & Barnsbury Rail Station;51.543046;-0.116724
364;940GZZLUPYB;Putney Bridge Underground Station;51.468265;-0.208729;940GZZLUWBN;West Brompton Underground Station;51.487272;-0.195597
365;940GZZDLWFE;Westferry DLR Station;51.509435;-0.026743;940GZZLUBSC;Barons Court Underground Station;51.490315;-0.213425
366;910GSYDENHM;Sydenham Rail Station;51.42725;-0.054238;940GZZDLKGV;King George V DLR Station;51.502007;0.062633
367;940GZZLUKWG;Kew Gardens Underground Station;51.477062;-0.285242;940GZZLUSJP;St. James's Park Underground Station;51.499548;-0.133604
368;940GZZLUCYF;Canary Wharf Underground Station;51.503492;-0.018239;940GZZLUPLW;Plaistow Underground Station;51.531345;0.01746
369;940GZZLUQBY;Queensbury Underground Station;51.594196;-0.286219;910GBROCKLY;Brockley Rail Station;51.464652;-0.03753
370;910GBTHNLGR;Bethnal Green Rail Station;51.523922;-0.059562;910GEMRSPKH;Emerson Park Rail Station;51.568648;0.220128
371;940GZZLUSKS;South Kensington Underground Station;51.494098;-0.174135;940GZZLUERC;Edgware Road (Circle Line) Underground Station;51.519863;-0.167829
372;910GHGHMSPK;Highams Park Rail Station;51.608357;-0.000214;940GZZLUEBY;Ealing Broadway Underground Station;51.515022;-0.301457
373;940GZZDLPRE;Prince Regent DLR Station;51.509267;0.034167;940GZZLULNB;London Bridge Underground Station;51.505725;-0.088867
374;940GZZDLISL;Island Gardens DLR Station;51.487814;-0.010132;940GZZLUEPK;Elm Park Underground Station;51.54978;0.198654
375;910GDALSKLD;Dalston Kingsland Rail Station;51.548154;-0.075695;910GSTNBGPK;Stonebridge Park Rail Station;51.544117;-0.275828
376;940GZZLUCAL;Chalfont & Latimer Underground Station;51.667985;-0.560682;940GZZLUNDN;Neasden Underground Station;51.553992;-0.249836
377;940GZZDLLCA;London City Airport DLR Station;51.503419;0.048749;940GZZLUACT;Acton Town Underground Station;51.503062;-0.280462
378;910GBHILLPK;Bush Hill Park Rail Station;51.641872;-0.069452;940GZZLUSFS;Southfields Underground Station;51.445076;-0.2066
379;940GZZLUALD;Aldgate Underground Station;51.514251;-0.075683;940GZZLUWHP;West Hampstead Underground Station;51.546644;-0.191056
380;910GCAMHTH;Cambridge Heath (London) Rail Station;51.531978;-0.057273;940GZZLUWCY;White City Underground Station;51.511964;-0.224295
381;940GZZDLWLA;Woolwich Arsenal DLR Station;51.490012;0.069136;940GZZLUBEC;Becontree Underground Station;51.540336;0.127028
382;940GZZLUASG;Arnos Grove Underground Station;51.616454;-0.133058;940GZZLUWYP;Wembley Park Underground Station;51.563204;-0.279261
383;940GZZLURYO;Royal Oak Underground Station;51.519118;-0.188745;940GZZLUKBY;Kingsbury Underground Station;51.584852;-0.27879
384;910GBUSHEY;Bushey Rail Station;51.645582;-0.384752;910GBTHNLGR;Bethnal Green Rail Station;51.523922;-0.059562
385;940GZZLUNAN;North Acton Underground Station;51.523529;-0.259754;940GZZLULGT;Lancaster Gate Underground Station;51.511727;-0.175491
386;910GWLSDJHL;Willesden Junction Rail Station;51.532502;-0.244547;910GBLCHSRD;Blackhorse Road Rail Station;51.586612;-0.041228
387;940GZZLUKBY;Kingsbury Underground Station;51.584852;-0.27879;940GZZDLTWG;Tower Gateway DLR Station;51.510621;-0.074813
388;940GZZLURSQ;Russell Square Underground Station;51.523077;-0.124281;940GZZDLLEW;Lewisham DLR Station;51.464668;-0.012867
389;910GBRBYPK;Brondesbury Park Rail Station;51.540705;-0.210125;940GZZDLHEQ;Heron Quays DLR Station;51.503383;-0.021413
390;940GZZLUBSC;Barons Court Underground Station;51.490315;-0.213425;910GCHINGFD;Chingford Rail Station;51.633094;0.009906
391;910GHMPSTDH;Hampstead Heath Rail Station;51.555216;-0.165702;940GZZLUWBN;West Brompton Underground Station;51.487272;-0.195597
392;940GZZLUVIC;Victoria Underground Station;51.496363;-0.143098;940GZZLUBSC;Barons Court Underground Station;51.490315;-0.213425
393;940GZZLUGPK;Green Park Underground Station;51.506951;-0.142783;940GZZLUNOW;Northwood Underground Station;51.611052;-0.423818
394;940GZZLUBMY;Bermondsey Underground Station;51.497957;-0.063762;940GZZLUSTD;Stratford Underground Station;51.541811;-0.00345
395;940GZZLUEHM;East Ham Underground Station;51.538953;0.051195;940GZZLUDGE;Dagenham East Underground Station;51.544101;0.166029
396;910GBRBY;Brondesbury Rail Station;51.545171;-0.202306;910GWCROYDN;West Croydon Rail Station;51.378428;-0.102581
397;940GZZDLDEV;Devons Road DLR Station;51.522672;-0.017608;940GZZDLABR;Abbey Road DLR Station;51.531931;0.003745
398;940GZZLUWKN;West Kensington Underground Station;51.490463;-0.206635;910GNORWDJ;Norwood Junction Rail Station;51.39702;-0.075216
399;940GZZLULRD;Latimer Road Underground Station;51.513394;-0.217797;940GZZLUWIG;Willesden Green Underground Station;51.549151;-0.221535
400;940GZZLUWAF;Watford Underground Station;51.657446;-0.41738;940GZZLUHSC;Hammersmith (H&C Line) Underground Station;51.493387;-0.225032
401;910GUPMNSTR;Upminster Rail Station;51.559023;0.250895;940GZZLUKSL;Kensal Green Underground Station;51.530544;-0.225014
402;910GSTNBGPK;Stonebridge Park Rail Station;51.544117;-0.275828;940GZZLUWKN;West Kensington Underground Station;51.490463;-0.206635
403;940GZZLUEBY;Ealing Broadway Underground Station;51.515022;-0.301457;940GZZLUHWE;Hounslow East Underground Station;51.473217;-0.356476
404;940GZZLUHBN;Holborn Underground Station;51.517585;-0.12047;940GZZDLCGT;Canning Town DLR Station;51.514471;0.00772
405;940GZZLUWBN;West Brompton Underground Station;51.487272;-0.195597;940GZZLUHSC;Hammersmith (H&C Line) Underground Station;51.493387;-0.225032
406;940GZZLUSNB;Snaresbrook Underground Station;51.580684;0.021449;910GEMRSPKH;Emerson Park Rail Station;51.568648;0.220128
407;910GSTOTNHM;South Tottenham Rail Station;51.580379;-0.072096;910GSIVRST;Silver Street Rail Station;51.614696;-0.067233
408;940GZZLUMMT;Monument Underground Station;51.510705;-0.085964;940GZZLUHWT;Hounslow West Underground Station;51.473473;-0.386533
409;940GZZLUKEN;Kenton Underground Station;51.581763;-0.316911;940GZZLULNB;London Bridge Underground Station;51.505725;-0.088867
410;940GZZLUBWT;Bayswater Underground Station;51.512289;-0.187935;910GWHMDSTD;West Hampstead Rail Station;51.547473;-0.191182
411;940GZZDLLDP;Langdon Park DLR Station;51.515176;-0.014143;940GZZLUKPK;Kilburn Park Underground Station;51.534985;-0.194229
412;940GZZDLWHM;West Ham DLR Station;51.527899;0.00449;940GZZLUNWH;Northwood Hills Underground Station;51.60057;-0.409453
413;940GZZLULNB;London Bridge Underground Station;51.505725;-0.088867;940GZZLUUXB;Uxbridge Underground Station;51.546563;-0.47794
414;910GWATFDJ;Watford Junction Rail Station;51.663908;-0.395928;940GZZLUESQ;Euston Square Underground Station;51.525609;-0.135825
415;940GZZLUNAN;North Acton Underground Station;51.523529;-0.259754;940GZZLUHSD;Hammersmith (Dist&Picc Line) Underground Station;51.492304;-0.223619
